STATE,COUNTY,FIPS,E_TOTPOP,E_POV,E_UNEMP,E_PCI,E_AGE65,E_MINRTY,E_CROWD,E_UNINSUR
IOWA,Poweshiek,19157,18605,1683,478,30711,3661,1565,43,1097
IOWA,Sioux,19167,34825,2214,508,28467,5184,4485,332,1441
IOWA,Winneshiek,19191,20401,1553,233,30706,3957,986,37,363
IOWA,Woodbury,19193,102398,13123,2556,27430,14776,26725,982,6979
KANSAS,Anderson,20003,7852,1068,106,23210,1650,390,36,734
KANSAS,Atchison,20005,16363,2643,376,24224,2728,1907,103,1164
KANSAS,Cherokee,20021,20331,2763,427,21635,3749,2379,94,2522
KANSAS,Cheyenne,20023,2677,249,38,28467,701,206,6,197
KANSAS,Comanche,20033,1780,105,23,30171,458,148,13,158
KANSAS,Decatur,20039,2881,522,32,30208,797,137,8,295
KANSAS,Doniphan,20043,7736,1029,146,25297,1440,750,42,755
KANSAS,Douglas,20045,119319,20749,3085,30315,13497,25451,836,9093
KANSAS,Edwards,20047,2925,240,33,27309,584,678,15,205
KANSAS,Ellsworth,20053,6293,591,100,25161,1300,894,44,294
KANSAS,Gove,20063,2619,304,24,28247,699,185,15,279
KANSAS,Graham,20065,2545,235,42,26685,682,295,0,189
KANSAS,Greenwood,20073,6156,738,93,27639,1521,483,58,506
KANSAS,Jewell,20089,2916,453,33,26908,849,133,1,197
KANSAS,Johnson,20091,585502,32365,10199,44986,79578,115692,3014,34615
KANSAS,Morton,20129,2838,204,47,23370,519,799,0,371
KANSAS,Ness,20135,2955,216,39,31912,728,346,11,212
KANSAS,Norton,20137,5486,588,29,26953,1090,591,37,386
KANSAS,Pawnee,20145,6709,488,58,22925,1437,1058,6,610
KANSAS,Pottawatomie,20149,23545,2242,455,28070,3239,2387,213,1172
KANSAS,Rawlins,20153,2509,227,19,27840,662,235,8,142
KANSAS,Republic,20157,4686,490,59,28901,1280,197,19,180
KANSAS,Scott,20171,4949,112,103,31132,808,1017,61,281
KANSAS,Shawnee,20177,178284,22228,3992,29979,30425,46086,1709,13625
KANSAS,Smith,20183,3663,459,48,28598,1002,186,3,260
KANSAS,Stanton,20187,2063,298,16,23542,365,810,8,230
KANSAS,Wichita,20203,2143,92,27,29762,456,693,24,115
KANSAS,Wilson,20205,8780,1230,218,26523,1806,686,101,688
KANSAS,Woodson,20207,3170,683,131,21123,739,225,18,467
KENTUCKY,Adair,21001,19241,3866,529,20166,3379,1276,219,1305
KENTUCKY,Boyd,21019,48091,8813,1820,25467,8902,3278,156,2889
KENTUCKY,Boyle,21021,29913,3833,616,24933,5436,4297,115,1353
KENTUCKY,Breckinridge,21027,20080,3450,707,22521,3749,1108,235,1556
KENTUCKY,Butler,21031,12745,2411,326,22597,2260,651,116,1115
KENTUCKY,Caldwell,21033,12727,2006,281,28500,2591,1153,162,727
KENTUCKY,Calloway,21035,38776,8004,932,22489,6447,3988,169,2244
KENTUCKY,Campbell,21037,92267,12228,2222,32225,13707,7071,498,4156
KENTUCKY,Cumberland,21057,6713,1423,146,17926,1414,505,43,704
KENTUCKY,Edmonson,21061,12122,2250,441,21459,2386,574,122,574
KENTUCKY,Fayette,21067,318734,54323,9565,32965,40073,91451,2503,22755
KENTUCKY,Gallatin,21077,8703,1281,238,23043,1167,777,63,786
KENTUCKY,Grant,21081,24915,4419,397,22073,3320,1569,328,1521
KENTUCKY,Grayson,21085,26178,6548,484,20721,4396,1271,204,1406
KENTUCKY,Hickman,21105,4568,678,99,24432,1091,602,29,206
KENTUCKY,Jefferson,21111,767154,110907,23660,31980,117584,246017,6098,41907
KENTUCKY,Jessamine,21113,52422,8912,1598,30215,7542,5674,370,3474
KENTUCKY,Lincoln,21137,24458,5752,704,20212,4266,1407,293,2280
KENTUCKY,Livingston,21139,9263,1243,223,27338,1886,400,69,352
KENTUCKY,Marion,21155,19232,4197,775,21659,3106,2361,216,1181
KENTUCKY,Mercer,21167,21516,3405,956,25745,3845,1968,98,1400
KENTUCKY,Montgomery,21173,27759,5666,790,21877,4289,1983,315,2001
KENTUCKY,Muhlenberg,21177,31081,5280,1151,21521,5658,2449,160,1948
KENTUCKY,Ohio,21183,24071,4847,966,24231,4249,1347,149,1274
KENTUCKY,Owen,21187,10741,1727,222,23045,1873,561,173,509
KENTUCKY,Powell,21197,12321,2612,351,20397,1863,481,165,687
KENTUCKY,Trigg,21221,14344,1492,623,26893,3172,1682,89,1366
KENTUCKY,Union,21225,14802,3196,555,22027,2287,2594,52,880
KENTUCKY,Webster,21233,13155,2822,265,21880,2212,1533,143,912
LOUISIANA,Ascension,22005,121176,13969,3760,32961,13440,37788,933,9005
LOUISIANA,Beauregard,22011,36769,6244,1227,26075,5582,7334,252,4351
LOUISIANA,Cameron,22023,6868,703,143,29000,1079,774,105,715
LOUISIANA,Jefferson Davis,22053,31467,6002,1204,24582,4947,6821,383,2895
LOUISIANA,Lafourche,22057,98214,15036,3196,27375,14344,22761,749,9849
LOUISIANA,Ouachita,22073,156075,35477,4642,23663,21822,65151,1343,16757
LOUISIANA,Rapides,22079,131546,24788,4164,24478,20481,50871,1033,13531
LOUISIANA,Red River,22081,8618,1977,157,22626,1569,3711,82,950
LOUISIANA,St. Charles,22089,52724,6015,1475,31567,6591,18291,474,4201
LOUISIANA,St. Martin,22099,53752,9381,1712,24732,7559,19204,730,6105
LOUISIANA,Union,22111,22475,4010,546,22979,4364,7021,241,2639
LOUISIANA,West Baton Rouge,22121,25860,3929,790,28482,3337,11294,252,2335
LOUISIANA,West Carroll,22123,11180,2408,451,22922,2078,2334,30,1764
LOUISIANA,West Feliciana,22125,15377,1776,480,23565,2049,7338,80,914
MAINE,Aroostook,23003,68269,11372,1593,24571,15500,3901,395,6030
MAINE,Lincoln,23015,34067,4019,638,32400,9005,1356,167,3458
MARYLAND,Anne Arundel,24003,567696,33045,14221,44979,79994,176118,3585,25750
MARYLAND,Baltimore,24005,827625,74571,23050,38580,136329,347110,5135,46297
MARYLAND,Caroline,24011,32875,4754,887,27866,5211,7900,287,2073
MARYLAND,Charles,24017,157671,9423,3319,39696,18623,92000,757,5613
MARYLAND,Howard,24027,315327,16829,6742,52586,40889,148015,2241,12437
MARYLAND,Talbot,24041,37211,3508,615,47302,10365,8277,134,1777
MARYLAND,Wicomico,24045,102172,14944,4062,27622,15479,37390,1328,7005
MASSACHUSETTS,Barnstable,25001,213690,14799,5207,42578,62229,21919,1086,6858
MASSACHUSETTS,Bristol,25005,558905,62439,17544,34226,91150,101050,3090,16029
MASSACHUSETTS,Hampshire,25015,161159,18349,5320,33605,25710,25826,590,3772
MASSACHUSETTS,Norfolk,25021,698249,44011,19548,52036,113400,169330,3879,13782
MASSACHUSETTS,Worcester,25027,822280,82745,24530,36169,122402,188358,6361,20378
MICHIGAN,Alger,26003,9194,946,218,21773,2233,1488,39,593
MICHIGAN,Antrim,26009,23177,2748,553,30920,6041,1192,139,1637
MICHIGAN,Arenac,26011,15165,2714,607,23374,3578,788,91,1033
MICHIGAN,Baraga,26013,8507,1165,189,20698,1770,2309,79,379
MICHIGAN,Benzie,26019,17552,1643,461,27866,4378,1086,90,1108
MICHIGAN,Calhoun,26025,134473,22073,4422,25652,22793,29751,641,7812
MICHIGAN,Cheboygan,26031,25458,3730,936,25876,6636,1988,139,1988
MICHIGAN,Crawford,26039,13836,2098,469,24884,3403,727,86,741
MICHIGAN,Eaton,26045,109155,11495,2947,31982,19038,18477,789,5836
MICHIGAN,Gladwin,26051,25289,4547,658,24594,6544,1014,225,2140
MICHIGAN,Gratiot,26057,41067,6449,1160,22027,6853,5637,146,2134
MICHIGAN,Ingham,26065,289564,54559,10802,28366,36861,87077,1992,17063
MICHIGAN,Iron,26071,11212,1527,283,24876,3303,598,37,776
MICHIGAN,Kalamazoo,26077,261573,40825,8364,30555,37117,58376,1434,14703
MICHIGAN,Kent,26081,643140,79362,16720,31005,82873,167174,5285,41819
MICHIGAN,Keweenaw,26083,2130,255,54,31830,712,60,26,179
MICHIGAN,Leelanau,26089,21639,1339,549,38074,6261,2156,96,1181
MICHIGAN,Manistee,26101,24444,2973,728,25778,5969,2643,97,1574
MICHIGAN,Oakland,26125,1250843,106773,32235,42760,198882,346126,5626,61391
MICHIGAN,Ontonagon,26131,5968,901,160,23850,2046,298,36,521
MICHIGAN,Presque Isle,26141,12797,1847,455,26503,3831,552,78,1006
MICHIGAN,Washtenaw,26161,365961,49170,9320,39486,47278,108759,2001,13963
MINNESOTA,Aitkin,27001,15834,2021,392,27646,5060,956,143,675
MINNESOTA,Beltrami,27007,46117,8054,1768,24781,6988,12834,411,4064
MINNESOTA,Benton,27009,39779,4927,872,28566,5365,3718,471,1310
MINNESOTA,Big Stone,27011,5016,557,56,30489,1281,124,15,257
MINNESOTA,Blue Earth,27013,66322,11382,1562,28824,8703,7734,372,2436
MINNESOTA,Carver,27019,100416,3941,1216,45637,10962,10798,405,3083
MINNESOTA,Cass,27021,29022,4154,706,29053,7202,4926,355,2094
MINNESOTA,Clay,27027,62801,6828,923,29631,8077,7670,328,2611
MINNESOTA,Dakota,27037,418201,26494,8665,40441,54846,87615,2334,15680
MINNESOTA,Dodge,27039,20582,1127,296,32795,2888,1592,81,878
MINNESOTA,Hubbard,27057,20862,2256,350,29312,5112,1457,258,1183
MINNESOTA,Lac qui Parle,27073,6773,566,79,31686,1772,322,37,149
MINNESOTA,Lake,27075,10569,881,225,33602,2648,482,53,422
MINNESOTA,Lake of the Woods,27077,3809,347,66,26526,862,265,33,132
MINNESOTA,Lincoln,27081,5707,573,71,28504,1403,204,14,273
MINNESOTA,Lyon,27083,25839,3348,487,30531,3867,4038,262,1262
MINNESOTA,Mille Lacs,27095,25728,3042,772,26679,4567,2800,250,1537
MINNESOTA,Mower,27099,39602,4987,896,29116,7256,8059,463,2463
MINNESOTA,Murray,27101,8353,607,115,31768,2088,553,31,404
MINNESOTA,Olmsted,27109,153065,13490,3144,39667,22399,29766,1411,5984
MINNESOTA,Pennington,27113,14184,1370,237,30625,2479,1286,69,388
MINNESOTA,Pipestone,27117,9185,1020,129,29716,1876,1049,80,553
MINNESOTA,Polk,27119,31591,3841,560,28856,5635,4000,166,1382
MINNESOTA,Rice,27131,65765,6169,1329,29767,9708,11270,451,2831
MINNESOTA,Scott,27139,143372,8218,2704,39952,14306,26127,1289,5234
MINNESOTA,Sherburne,27141,93231,6450,1640,34013,9830,7869,541,2646
MINNESOTA,Stearns,27145,156819,19532,4164,29815,22187,20518,1691,5919
MINNESOTA,Stevens,27149,9784,1486,122,31694,1669,1155,51,196
MINNESOTA,Traverse,27155,3337,356,49,30553,833,338,16,88
MINNESOTA,Wadena,27159,13646,2023,315,24864,2865,759,165,792
MINNESOTA,Watonwan,27165,10973,1376,152,27772,2115,2989,102,1301
MINNESOTA,Winona,27169,50847,6818,1121,28689,8139,4425,236,2764
MINNESOTA,Wright,27171,132745,5850,2365,34325,15650,9695,781,4319
MISSISSIPPI,Choctaw,28019,8321,1888,301,20589,1740,2708,89,694
MISSISSIPPI,Franklin,28037,7757,1264,186,22769,1449,2858,41,851
MISSISSIPPI,Jones,28067,68454,14321,1910,22836,11006,24125,655,7237
MISSISSIPPI,Lamar,28073,61223,10049,2964,28934,7777,15672,480,7467
MISSISSIPPI,Lauderdale,28075,77323,16161,2239,23741,12566,36537,839,9150
MISSISSIPPI,Lawrence,28077,12630,2444,460,21809,2167,4395,131,1725
MISSISSIPPI,Lincoln,28085,34432,7458,1025,21892,5596,11279,273,4441
MISSISSIPPI,Stone,28131,18375,3019,401,21931,2822,4370,346,2376
MISSISSIPPI,Tate,28137,28493,5194,987,23542,4465,10108,505,3330
MISSISSIPPI,Tippah,28139,21990,4264,743,20180,3530,5022,261,2582
MISSISSIPPI,Warren,28149,47075,9594,1509,23793,7429,24789,473,5969
MISSISSIPPI,Webster,28155,9828,2482,200,21109,1720,2156,33,1137
MISSOURI,Atchison,29005,5270,530,90,29009,1318,171,19,439
MISSOURI,Barry,29009,35493,7346,721,21960,7061,4927,622,5469
MISSOURI,Bollinger,29017,12281,2074,236,20949,2351,447,110,1321
MISSOURI,Boone,29019,176515,30607,4162,29365,20163,37062,1236,12251
MISSOURI,Callaway,29027,44840,4737,701,25069,6956,4422,162,3997
MISSOURI,Carter,29035,6197,1057,186,21884,1201,346,65,1046
MISSOURI,Cooper,29053,17622,1899,378,22895,3000,2109,97,1488
MISSOURI,Dent,29065,15504,3204,425,22581,3281,845,126,2504
MISSOURI,Douglas,29067,13374,2824,316,19164,3111,285,162,1977
MISSOURI,Greene,29077,288429,49504,6408,26378,45660,35050,2776,29656
MISSOURI,Iron,29093,10221,2064,302,20696,2180,568,120,1278
MISSOURI,Jackson,29095,692003,103216,18308,30237,98843,260590,4440,79224
MISSOURI,Johnson,29101,53689,7536,1314,24146,6424,7537,522,4393
MISSOURI,Lewis,29111,10027,1440,123,22602,1827,739,85,989
MISSOURI,Livingston,29117,15076,2267,154,23083,3009,1105,96,1630
MISSOURI,Madison,29123,12205,1854,217,22119,2270,644,153,1115
MISSOURI,Moniteau,29135,15958,1929,365,22445,2453,1668,116,2252
MISSOURI,Nodaway,29147,22547,4543,443,22151,3264,1643,135,1780
MISSOURI,Pike,29163,18489,2256,357,22302,3115,2183,92,1762
MISSOURI,Platte,29165,98824,6701,2028,39427,13705,18288,543,6122
MISSOURI,Pulaski,29169,52591,6236,1583,22018,4373,16035,263,4109
MISSOURI,Randolph,29175,24945,3507,624,20836,3973,2804,95,2293
MISSOURI,Reynolds,29179,6315,1114,177,22693,1397,378,41,766
MISSOURI,St. Francois,29187,66342,9656,1630,22575,10506,5347,512,6346
MISSOURI,Scott,29201,38729,7844,921,23185,6760,6453,500,4635
MISSOURI,Stoddard,29207,29512,4670,777,22205,5763,1319,187,3382
MISSOURI,Stone,29209,31527,3930,866,27792,9364,1583,261,3070
MISSOURI,Sullivan,29211,6317,1080,84,21661,1277,1450,70,894
MISSOURI,Taney,29213,54720,9144,1513,22106,11356,6002,605,9226
MISSOURI,Webster,29225,38082,6207,767,21682,5799,2147,542,5628
MONTANA,Carter,30011,1318,173,14,32001,335,36,7,232
MONTANA,Daniels,30019,1753,72,14,34799,472,114,2,113
MONTANA,Golden Valley,30037,724,105,13,27476,181,80,2,86
MONTANA,Granite,30039,3269,263,57,29074,936,139,15,331
MONTANA,McCone,30055,1630,124,2,27365,419,99,24,83
MONTANA,Madison,30057,8218,860,136,34014,2283,664,47,985
MONTANA,Musselshell,30065,4807,898,118,22737,1169,186,108,364
MONTANA,Powell,30077,6861,666,24,25060,1335,706,86,469
MONTANA,Prairie,30079,1342,146,30,28087,379,19,0,37
MONTANA,Rosebud,30087,9250,1707,333,23471,1367,4129,130,1803
MONTANA,Sanders,30089,11521,2210,373,23822,3325,1128,57,1766
MONTANA,Silver Bow,30093,34814,6464,862,26224,6376,3329,240,2702
MONTANA,Sweet Grass,30097,3653,287,13,29649,1084,257,14,177
MONTANA,Wibaux,30109,1175,180,12,23137,246,57,3,167
NEBRASKA,Blaine,31009,480,60,0,26767,123,0,7,32
NEBRASKA,Box Butte,31013,11089,1291,290,28835,1910,2017,73,827
NEBRASKA,Boyd,31015,2042,213,15,27951,575,101,3,263
NEBRASKA,Brown,31017,2988,446,9,28860,792,118,27,319
NEBRASKA,Chase,31029,3734,308,51,29526,835,399,12,312
NEBRASKA,Dawes,31045,8896,1124,56,26021,1577,1323,48,942
NEBRASKA,Deuel,31049,1894,188,47,27397,465,211,1,273
NEBRASKA,Douglas,31055,554992,68984,12759,33734,68170,167428,4311,52641
NEBRASKA,Dundy,31057,2023,203,15,25790,403,333,0,382
NEBRASKA,Franklin,31061,3006,406,24,27757,796,125,15,139
NEBRASKA,Frontier,31063,2609,257,49,28583,649,93,1,212
NEBRASKA,Garden,31069,1860,165,12,33572,483,105,4,147
NEBRASKA,Garfield,31071,1975,145,2,27109,558,67,7,73
NEBRASKA,Gosper,31073,2015,101,33,34731,507,85,0,80
NEBRASKA,Greeley,31077,2410,226,17,26159,603,93,15,139
NEBRASKA,Harlan,31083,3438,381,24,27421,858,209,1,262
NEBRASKA,Hitchcock,31087,2843,352,56,26917,704,39,14,358
NEBRASKA,Johnson,31097,5197,386,44,23652,948,1010,39,288
NEBRASKA,Keith,31101,8099,940,160,28410,2143,803,54,690
NEBRASKA,Kimball,31105,3667,341,137,23870,896,500,17,424
NEBRASKA,Lancaster,31109,310094,38952,5979,30929,40421,57029,2598,22423
NEBRASKA,Logan,31113,886,69,0,24813,172,31,9,58
NEBRASKA,Loup,31115,585,48,2,28299,169,12,0,22
NEBRASKA,McPherson,31117,454,77,0,26384,100,24,10,17
NEBRASKA,Madison,31119,35164,5393,575,27528,5384,7040,344,2912
NEBRASKA,Nuckolls,31129,4275,509,32,26735,1145,201,19,291
NEBRASKA,Platte,31141,33063,2688,700,29847,5585,6932,325,2878
NEBRASKA,Rock,31149,1350,96,3,34441,367,35,2,170
NEBRASKA,Saline,31151,14288,1798,226,22943,2027,4306,190,1554
NEBRASKA,Seward,31159,17127,1176,190,30694,2853,902,41,912
NEBRASKA,Sheridan,31161,5234,934,65,27304,1314,964,73,702
NEBRASKA,Sherman,31163,3042,339,28,27380,795,109,11,270
NEBRASKA,Thayer,31169,5098,416,28,28793,1278,240,14,239
NEBRASKA,Valley,31175,4224,438,39,28587,1031,205,24,395
NEBRASKA,Wayne,31179,9367,1150,105,27192,1418,916,53,337
NEVADA,Douglas,32005,47828,4434,1137,36390,12611,9103,514,4633
NEVADA,Elko,32007,52252,6124,1244,33091,5477,17294,598,5126
NEVADA,Eureka,32011,1830,141,0,34590,283,217,9,175
NEVADA,White Pine,32033,9737,898,146,26412,1587,2710,98,779
NEVADA,Carson City,32510,54467,7148,1654,29767,10667,17714,980,5547
NEW HAMPSHIRE,Carroll,33003,47840,4532,893,36033,12516,1941,348,4664
NEW HAMPSHIRE,Hillsborough,33011,411087,32560,10214,39478,60825,62265,2968,26187
NEW JERSEY,Cape May,34009,93705,10140,3490,38496,23572,13584,576,5510
NEW JERSEY,Monmouth,34025,623387,45873,17324,48959,103679,153679,3476,39319
NEW JERSEY,Morris,34027,494383,22607,12939,55826,80497,139211,2830,24961
NEW JERSEY,Somerset,34035,330176,15319,8127,54393,48929,141135,1537,17223
NEW MEXICO,Lincoln,35027,19482,3134,312,26534,5399,7306,192,1971
NEW MEXICO,Sandoval,35043,140769,19895,5076,27549,23111,78849,1500,13764
NEW MEXICO,Taos,35055,32888,6346,1257,23642,7976,21322,246,3528
NEW MEXICO,Union,35059,4175,496,25,23968,810,2032,9,539
NEW YORK,Allegany,36003,47025,7146,1296,23030,8444,2634,240,3223
NEW YORK,Broome,36007,194402,31349,6157,27744,35621,31530,1182,7995
NEW YORK,Cattaraugus,36009,77686,12411,2268,24628,14106,7261,591,5362
NEW YORK,Cayuga,36011,77868,8563,2084,29022,13859,7588,318,4045
NEW YORK,Chautauqua,36013,129656,23241,4126,24825,24668,16130,790,7021
NEW YORK,Chemung,36015,85740,11996,1981,28115,15319,11663,284,3779
NEW YORK,Clinton,36019,80794,11182,1809,26772,12853,8089,381,3373
NEW YORK,Erie,36029,919866,129903,22583,32347,158532,222874,4794,33726
NEW YORK,Franklin,36033,50692,8195,1539,25491,8081,9269,366,2989
NEW YORK,Herkimer,36043,62505,8951,2207,26151,12251,3358,421,3630
NEW YORK,Livingston,36051,63907,7850,1257,27073,10713,5795,363,2024
NEW YORK,Monroe,36055,744248,106115,23013,32502,121631,217121,3474,28110
NEW YORK,Montgomery,36057,49426,9649,1801,25427,8965,8965,370,3214
NEW YORK,Nassau,36059,1356564,76461,30530,49211,232164,532139,11768,64633
NEW YORK,Oneida,36065,230782,35271,5947,28548,41650,40680,1542,9397
NEW YORK,Orange,36071,378227,43543,9057,33472,50452,132622,4724,19347
NEW YORK,Otsego,36077,60244,8467,1930,27680,12021,5262,398,3403
NEW YORK,St. Lawrence,36089,109558,17248,3563,24473,17884,8788,805,6268
NEW YORK,Schenectady,36093,154883,17200,5198,31412,25515,41234,609,7326
NEW YORK,Seneca,36099,34612,3924,565,27366,6322,3739,123,3072
NEW YORK,Sullivan,36105,75211,10646,2757,29292,13552,21101,693,4489
NEW YORK,Yates,36123,25009,2719,552,27512,4875,1323,189,4642
NORTH CAROLINA,Alexander,37003,37119,5333,1170,24452,7089,4874,393,3869
NORTH CAROLINA,Avery,37011,17501,2056,300,20253,3700,2203,109,2256
NORTH CAROLINA,Beaufort,37013,47243,8966,1839,26233,10808,16149,147,4887
NORTH CAROLINA,Brunswick,37019,126860,16201,3430,31204,37182,23147,971,13788
NORTH CAROLINA,Camden,37029,10447,1172,460,26951,1782,2047,26,834
NORTH CAROLINA,Caswell,37033,22746,4273,698,22982,4590,8833,177,1974
NORTH CAROLINA,Cherokee,37039,27668,4516,702,22754,7817,2417,245,3829
NORTH CAROLINA,Clay,37043,10813,1700,105,26590,3172,680,34,1570
NORTH CAROLINA,Cleveland,37045,97159,19262,4004,21920,17418,26192,758,11959
NORTH CAROLINA,Columbus,37047,56293,12666,1487,22081,10792,22896,529,7325
NORTH CAROLINA,Forsyth,37067,371573,63652,11564,29921,56532,159729,3097,40458
NORTH CAROLINA,Gates,37073,11563,1270,381,25334,2213,4275,70,974
NORTH CAROLINA,Guilford,37081,523582,80771,16011,29708,75740,257199,4643,52319
NORTH CAROLINA,Harnett,37085,130361,21495,4338,23011,15414,49831,1054,14086
NORTH CAROLINA,Henderson,37089,113625,11926,1535,29860,28504,19068,1096,12919
NORTH CAROLINA,Jackson,37099,42256,7439,926,24073,7976,8054,371,5466
NORTH CAROLINA,Lee,37105,60125,9538,2268,23842,9498,25224,562,8307
NORTH CAROLINA,McDowell,37111,45109,7543,1143,22725,8795,5647,488,5045
NORTH CAROLINA,Macon,37113,34410,5679,650,28429,9653,3684,328,4860
NORTH CAROLINA,Martin,37117,23054,4172,1134,23269,5030,11051,73,2389
NORTH CAROLINA,New Hanover,37129,224231,37602,7148,32629,37427,51376,1268,22625
NORTH CAROLINA,Orange,37135,142938,17633,3353,40650,18364,43814,1100,10248
NORTH CAROLINA,Pamlico,37137,12742,1696,414,27026,3583,3284,140,1484
NORTH CAROLINA,Perquimans,37143,13459,2055,383,25809,3583,3755,79,1688
NORTH CAROLINA,Polk,37149,20458,1906,475,30344,6016,2915,222,2015
NORTH CAROLINA,Swain,37173,14254,2436,420,20984,2731,5386,141,3031
NORTH CAROLINA,Transylvania,37175,33513,4776,829,27050,9725,3249,265,4786
NORTH CAROLINA,Union,37179,226694,19921,6213,34379,27269,62132,1851,21183
NORTH CAROLINA,Wake,37183,1046558,99877,24819,39102,113852,415361,8429,92204
NORTH CAROLINA,Wayne,37191,124002,25847,4418,24124,19322,57362,1175,15791
NORTH CAROLINA,Wilkes,37193,68460,13423,1799,23745,14007,8520,443,7484
NORTH CAROLINA,Wilson,37195,81336,17141,3044,24273,13809,42950,1015,10276
NORTH CAROLINA,Yancey,37199,17667,3361,605,23264,4379,1307,116,2196
NORTH DAKOTA,Burke,38013,2213,145,19,35806,340,137,19,150
NORTH DAKOTA,Burleigh,38015,93737,7534,995,37764,14205,9934,769,5083
NORTH DAKOTA,Cass,38017,174202,18179,3016,36655,19598,24203,1221,10576
NORTH DAKOTA,Cavalier,38019,3824,373,25,43125,1030,187,16,173
NORTH DAKOTA,Divide,38023,2369,311,8,45190,635,196,0,174
NORTH DAKOTA,Emmons,38029,3352,337,22,29417,994,141,3,175
NORTH DAKOTA,Grand Forks,38035,70400,11369,1535,31052,8362,11199,733,4575
NORTH DAKOTA,Grant,38037,2380,274,28,36287,691,56,16,117
NORTH DAKOTA,Griggs,38039,2266,175,15,35069,654,106,0,88
NORTH DAKOTA,LaMoure,38045,4100,466,10,36584,1004,153,1,206
NORTH DAKOTA,Logan,38047,1927,139,9,33396,575,49,12,38
NORTH DAKOTA,McIntosh,38051,2654,206,4,32389,832,139,5,95
NORTH DAKOTA,Nelson,38063,2920,299,5,33360,806,103,26,232
NORTH DAKOTA,Ramsey,38071,11557,1290,47,35059,2187,1843,80,676
NORTH DAKOTA,Richland,38077,16288,1423,269,30820,2731,1372,57,557
NORTH DAKOTA,Sheridan,38083,1405,195,16,32559,393,26,5,88
NORTH DAKOTA,Slope,38087,704,39,4,37340,192,45,0,13
NORTH DAKOTA,Stark,38089,30876,2659,558,37897,3955,3758,367,2767
NORTH DAKOTA,Stutsman,38093,21064,2301,363,32001,3845,1588,84,1491
NORTH DAKOTA,Ward,38101,69034,6065,1080,34382,8276,11372,679,4171
NORTH DAKOTA,Wells,38103,4055,264,53,34602,1090,89,16,107
OHIO,Adams,39001,27878,6230,777,21543,4711,1005,168,2408
OHIO,Coshocton,39031,36574,5899,1037,22471,6761,1469,361,3963
OHIO,Delaware,39041,197008,8843,2824,47183,25025,28102,468,7580
OHIO,Fayette,39047,28645,4764,797,24931,4858,2121,105,2083
OHIO,Franklin,39049,1275333,203044,36557,32552,146002,464012,10687,102248
OHIO,Jackson,39079,32524,6265,1585,22117,5326,1286,313,3200
OHIO,Lawrence,39087,60622,11082,1602,23692,11025,3128,293,3561
OHIO,Madison,39097,43988,3939,969,28331,6541,4997,247,2692
OHIO,Marion,39101,65344,9504,1903,22878,11160,7518,343,3609
OHIO,Morgan,39115,14702,2765,302,22454,2921,1143,85,1231
OHIO,Pickaway,39129,57420,6174,1078,26515,8681,4131,338,3465
OHIO,Pike,39131,28214,5395,949,22301,4896,1333,204,2414
OHIO,Wood,39173,129936,16365,3435,31324,18822,15009,438,5702
OKLAHOMA,Alfalfa,40003,5857,422,78,27871,1098,1371,28,517
OKLAHOMA,Beaver,40007,5415,668,112,24610,1021,1453,37,655
OKLAHOMA,Beckham,40009,22621,2932,397,24049,2974,5553,214,3039
OKLAHOMA,Blaine,40011,9634,1046,111,25708,1738,2573,107,1022
OKLAHOMA,Cimarron,40025,2189,356,19,27929,535,495,25,297
OKLAHOMA,Coal,40029,5618,1255,153,24399,1135,1751,59,1255
OKLAHOMA,Custer,40039,29209,4864,477,25569,3931,9172,490,4311
OKLAHOMA,Delaware,40041,42112,7903,1242,22976,10180,15170,465,8001
OKLAHOMA,Dewey,40043,4918,821,36,27432,916,856,14,884
OKLAHOMA,Harmon,40057,2721,410,55,22588,506,1145,28,347
OKLAHOMA,Hughes,40063,13460,2592,385,20438,2507,4965,74,2437
OKLAHOMA,Johnston,40069,11041,2155,313,20930,2063,3341,134,1986
OKLAHOMA,Kingfisher,40073,15618,1761,386,32049,2378,3636,127,1720
OKLAHOMA,Latimer,40077,10495,1906,342,23842,2202,3616,142,1949
OKLAHOMA,Le Flore,40079,49909,10534,1218,20656,8745,14149,457,8782
OKLAHOMA,Mayes,40097,40980,7028,961,23861,7315,14296,634,6269
OKLAHOMA,Murray,40099,13875,1996,239,26837,2626,3810,182,1904
OKLAHOMA,Muskogee,40101,69084,13727,1803,22775,11197,30284,579,11699
OKLAHOMA,Oklahoma,40109,782051,128195,19217,30398,101851,341270,8363,110824
OKLAHOMA,Okmulgee,40111,38889,7441,1584,22400,6907,14579,301,6101
OKLAHOMA,Ottawa,40115,31566,6511,900,20209,5677,10961,435,5182
OKLAHOMA,Pittsburg,40121,44382,7357,1233,24750,8522,13468,403,7317
OKLAHOMA,Pushmataha,40127,11119,2023,338,23346,2502,3167,167,1969
OKLAHOMA,Tulsa,40143,642781,95744,18079,30894,87684,241211,6977,89576
OKLAHOMA,Woods,40151,9127,1126,207,27232,1493,1534,3,1046
OREGON,Baker,41001,15984,2428,540,26152,4074,1469,196,1266
OREGON,Benton,41003,89780,16374,2834,32297,13573,17433,704,5045
OREGON,Clackamas,41005,405788,34195,9950,39619,69081,71782,3932,22587
OREGON,Crook,41013,22337,3241,821,25128,5490,2618,374,1727
